serial,year_built,reg_date,previous,type,manufacturer,build_place,registration,notes,year_reg
1137,1967.0,1967.11.10,Cancelled 1973.02.12,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DFW,Crashed 19.1.1970 Herning,1967-1973
,,,,,,,OY-DFY (2),"(OY-DFY) DDL, G-ALSB, N103Q, N408Q, broken up",(1947)
,,,,,,,OY-DFY (1),"(OY-DFY, ""Trym Viking""), broken up 1949 Kastrup",
,,,,,,,OY-DFY (3),"SE-BBC, OY-DFY SAS ""Sigvard Viking"", Fuerza Aerea Colombiana 690. On display af Colombia Air Force museum, Eldorado, Bogota",1950-1954
1117,1967.0,1968.01.18,LN-LGA,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DFZ,"LN-LGA, OY-DFZ, CofA expired 1978",1968-1981
1846,1945.0,1946.04.05,Cancelled 1946.04.21,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGA,"Crashed in a collision with   Hawk Trainer G-AGVW 21.4.1946 Kalveboderne, København",1946-1946
15059166,1961.0,1965.10.25,SE-CXR N7066X,Cessna 150A,Cessna Aircraft Company,"Wichita, KS, USA",OY-DGB,"N7066X, SE-CXR, OY-DGB, SE-CYO",1965-1968
,1967.0,1967.04.19,Cancelled 1971.11.01,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DGC,Damaged in a storm 18.10.1967 Randers,1967-1971
1890,1946.0,1946.05.22,Cancelled 1959.02.18,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGE,Crashed 25.10.1950 Hvidovre,1946-1959
2010,1946.0,1946.07.02,(G-AHHG),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGI,"(OY-DGI), (LN-BAO), LN-DAO, (havareret) 28.7.1965, genopbygget med dele fra svensk Auster, havareret 12.5.1973 Rognan",
2010,1946.0,1946.07.02,(G-AHHG),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGI,"G-AHHG, OY-DGI, crashed 31.8.1988 Klim, Hanherred",1946-1989
2010,1946.0,1946.07.02,(G-AHHG),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGI,"(OY-DGI), (LN-BAO), LN-DAO, (havareret) 28.7.1965, genopbygget med dele fra svensk Auster, havareret 12.5.1973 Rognan",
2010,1946.0,1946.07.02,(G-AHHG),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGI,"G-AHHG, OY-DGI, crashed 31.8.1988 Klim, Hanherred",1946-1989
14050,1954.0,1966.11.25,G-APRK OY-DPN G-APRK PH-VLA G-APRK SA-R5,DH.114 Heron Srs.2B,de Havilland Aircraft Co Ltd,"Hatfield, UK",OY-DGK,"SA-R5, G-APRK, (PH-VLC), (PH-VLB), PH-VLA, G-APRK, OY-DPN, G-APRK, OY-DGK, G-APRK, 5N-AGM, G-APRK, OY-DGK, G-APRK, CF-FZR-X (ST-27/003), C-FFZR, HK-1299 cancelled, acquired by the Canadian Museum of Flight and Transportation, Langley, British Columbia, Canada","1966-1967, 
1968-1970"
,1962.0,1967.04.27,SE-CML,MS.885 Super Rallye,"Morane-Saulnier, Société des Avions","Tarbes, France",OY-DGL,"SE-CML, OY-DGL, damaged in storm 17.10.1967  Tune",1967-1967
0917,1966.0,1966.08.05,Cancelled 1968.11.26,Zlin 326 Trener-Master,Zlin,"Otrokovice, Ceskoslovakia",OY-DGM,Crashed 22.9.1968 Knivholt,1966-1968
2009,1946.0,1946.07.05,(G-AHHF),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGO,"(OY-DGO), (LN-BAP), LN-DAP, crashed 14.2.1947 Risør, Norway",
2009,1946.0,1946.07.05,(G-AHHF),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGO,"G-AHHF, OY-DGO, D-EDIV, crashed 25.9.1963",1946-1956
2009,1946.0,1946.07.05,(G-AHHF),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGO,"(OY-DGO), (LN-BAP), LN-DAP, crashed 14.2.1947 Risør, Norway",
2009,1946.0,1946.07.05,(G-AHHF),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGO,"G-AHHF, OY-DGO, D-EDIV, crashed 25.9.1963",1946-1956
10903,1950.0,1966.12.12,G-ALZL LN-BDH G-ALZL,DH.114 Heron Srs.1,de Havilland Aircraft Co Ltd,"Hatfield, UK",OY-DGS,"G-ALZL, LN-BDH, G-ALZL, OY-DGS Cimber Air, VH-CJS. Withdrawn from use Jandakot 1976. Aviation Heritage Museum, Bull Creek, Western Australia 1986",1966-1973
2031,1946.0,1946.07.13,Cancelled 1957.03.30,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGU,"OY-DGU Sportsflyveklubben ""Den standhaftige Tinsoldat"", D-ENIT, OY-DGU","1946-1957 
19.."
,1946.0,1968.05.09,SE-APT,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DGV,"SE-APT, OY-DGV",1968
46850,1959.0,1965.12.16,SE-CNT N7250T N11B,Cessna 172A,Cessna Aircraft Company,"Wichita, KS, USA",OY-DGW,"N11B, N7250T, SE-CNT, OY-DGW, crashed 8.7.1972 Ejstrupholm",1965-1979
2025,1946.0,1946.07.02,Cancelled,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGY,,1946
27-7305101,1973.0,1974.04.09,N40286,Piper PA-23-250 Aztec E,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DGZ,"SE-ANY, (OY-DGZ), SE-ANY Danmarks 
Flyvemuseum",
27-7305101,1973.0,1974.04.09,N40286,Piper PA-23-250 Aztec E,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DGZ,"N40286, OY-DGZ, G-BHXX, crashed 11.5.1986 Lydd, Kent",1974-1980
27-7305101,1973.0,1974.04.09,N40286,Piper PA-23-250 Aztec E,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DGZ,"SE-ANY, (OY-DGZ), SE-ANY Danmarks 
Flyvemuseum",
27-7305101,1973.0,1974.04.09,N40286,Piper PA-23-250 Aztec E,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DGZ,"N40286, OY-DGZ, G-BHXX, crashed 11.5.1986 Lydd, Kent",1974-1980
,1946.0,1946.03.15,Cancelled 1946.,S.A.I. KZ III U-,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DHA,"OY-DHA, LN-DAN, damaged 17.8.1948 Horten, damaged 1.7.1958 Jarlsberg. Cancelled 1965. Fuselage used to repare  OY-DVI",1946-1946
13173,1944.0,1973.10.25,D-EBER HB-OSC 45-4433,Piper J-3C-65 Cub (L-4J),Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DHC,"45-4433, HB-OSC, D-EBER, OY-DHC",1973
28-24829,1968.0,1969.01.03,LN-LMQ,Piper PA-28-140 Cherokee,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DHD,"LN-LMQ, OY-DHD",1969
14129,1958.0,1969.,(G-41-2-68) XM295,DH.114 Heron Srs.3,de Havilland Aircraft Co Ltd,"Chester, UK",OY-DHE,"XM295, G-41-2-68, (OY-DHE), CF-XOK, CF-XOK-X, (ST-27 c/n 002), C-FXOK, broken up 1986",(1969)
46,1966.0,1969.07.01,F-BNJL,Centre Est DR 250/160 Capitaine,Centre Est Aeronautique,"Dijon, France",OY-DHH,"F-BNJL, OY-DHH, TF-ULF, TF-ULE, crashed 7.7.1984 Selfoss",1969-1980
,1946.0,1946.04.17,Cancelled 1956.05.15,S.A.I. KZ III U-,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DHI,"OY-DHI, D-EDUD, OY-DEJ",1946-1956
,1946.0,1946.09.17,Cancelled 1953.02.01,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DHO,Crashed 1.2.1953 Yding Skovhøj,1946-1953
FR172F0093,1969.0,1969.05.07,Cancelled 2004.03.04,Reims/Cessna FR172F Rocket,Cessna Aircraft Company,"Reims, France",OY-DHR,Damaged on landing 10.8.1994 Endelave. CofA expired.,1969-2004
28-24825,1968.0,1970.01.21,(LN-LML),Piper PA-28-140 Cherokee,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DHT,"(LN-LML), OY-DHT, crashed 4.4.1970 Sennels Hage",1970-1970
,1946.0,1946.06.28,Cancelled 1964.12.07,S.A.I. KZ III U-1,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DHY,Damaged 3.8.1964 Vildbjerg,"1946-1964 
1965"
04476,1956.0,1969.09.02,D-IBYW G-AOUF,DH.104 Dove Srs.6,de Havilland Aircraft Co Ltd,"Chester, UK",OY-DHZ,"G-AOUF, D-IBYW, OY-DHZ Cimber Air, Danmarks
Flyvemuseum",1969-1979
,1946.0,1946.11.14,Cancelled 1979.06.27,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DIA,CofA expired 1973,1946-1979
,1946.0,1946.12.27,Cancelled 1951.05.21,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DIB,Crashed 20.5.1951 Karstoft at Brande,1946-1951
,1946.0,1946.12.30,Cancelled 1958.04.15,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DIE,Crashed 22.2.1958 into Storebælt,1946-1958
12,1927.0,,T-DOPF D-1151,Klemm L 20,"Klemm, Leichtflugzeugbau","Sindelfingen, Germany",OY-DIF,"D-1151, T-DOPF, OY-DIF, (N40), crashed 2.7.1929 Hokksund, Norway",1927-1929
75,1933.0,1933.05.15,Cancelled 1946.02.21,Fokker F.XII,Fokker NV,"København, Denmark",OY-DIG,"DDL ""Merkur"", crashed 17.12.1945 Kastrup",1933-1946
904,1928.0,1934.03.20,S-353 S-103,DH.60G Gipsy Moth,de Havilland Aircraft Co Ltd,"Edgware, UK",OY-DIH,"S-103, S-353, OY-DIH. Stolen by German occupation troops 1943.",1934-1940
1161,1957.0,1965.12.16,OE-DOZ D-ELER,Mooney M20,Mooney Aircraft Inc,"Kerrville, TX, USA",OY-DII,"D-ELER, OE-DOZ, OY-DII, G-BAFB, Hit a car on take off from Wantage, Berkshire 30.10.1974",1965-1972
5131,1935.0,1935.10.04,Cancelled 1943.12,DH.60G-III Moth Major,de Havilland Aircraft Co Ltd,"Edgware, UK",OY-DIK,Stolen by German occupation troops 1943.,1935-1939
8115,1937.0,1937.04.30,Cancelled 1943.12.,DH.87B Hornet Moth,de Havilland Aircraft Co Ltd,"Edgware, UK",OY-DIL,Stolen by German occupation troops 1943.,1937-1939
1492,1934.0,1938.05.24,Cancelled 1943.12.,Klemm Kl 25D.VII.R,"Klemm, Leichtflugzeugbau","Böblingen, Germany",OY-DIM,"D-...., OY-DIM. Stolen by German occupation troops 1943.",1938-1940
788,1938.0,1938.08.31,Cancelled 1943.12.,Miles M.17 Monarch,Phillips & Powis Aircraft Co,"Reading, UK",OY-DIO,Stolen by German occupation troops 1943.,1938-1939
1317,1938.0,1939.04.11,(NC17883),Piper J-2 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DIP,"(NC17883), OY-DIP. Stolen by German occupation troops 1943.",1939-1939
,1938.0,1939.02.01,Cancelled 1943.12.,S.A.I. KZ II Kupe,Skandinavisk Aero Industri A/S,"Kastrup, Denmark",OY-DIR,Stolen by German occupation troops 1943.,1939-1940
2479,1939.0,1939.05.26,Cancelled 1943.12.,Piper J-3C-50 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DIS,Stolen by German occupation troops 1943.,1939-1939
1995,1939.0,1939.04.27,Cancelled 1943.12.,Piper J-3C-40 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DIT,Stolen by German occupation troops 1943.,1939-1939
6944/3,1934.0,1939.05.04,F-ANBD,Caudron C.282/9 Phalene,"Caudron, Société Anonyme des  Avions","Billancourt, France",OY-DIU,"F-ANBD, SE-AGN, OY-DIU, SE-AGN, 
crashed 14.11.1951 Bobygden",1939-1943
17248877,1961.0,1965.09.10,SE-CYK (N8377X),Cessna 172C Skyhawk,Cessna Aircraft Company,"Wichita, KS, USA",OY-DIW,"N8377X, SE-CYK, OY-DIW, crashed 30.5.1983 Ejstrupholm",1965-1984
,,,,,,,OY-DJA,Broken up,1968-1983
1274,1968.0,1969.03.14,Cancelled 1983.07.12,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DJC,Damaged in storm 18.1.1983 Roskilde,1969-1983
1284,1968.0,1969.04.02,Cancelled,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DJD,,1969
1314,1969.0,1969.05.06,Cancelled 1985.08.14,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DJE,Crashed 10.2.1981 Skovhuse,1969-1985
1315,1969.0,1969.06.27,Cancelled 1980.06.18,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DJF,Crashed 8.7.1979 Hobro,1969-1980
1531,1970.0,1970.04.15,Cancelled 1991.05.03,SOCATA MS.883 Rallye 115,SOCATA,"Tarbes, France",OY-DJO,"OY-DJO, SE-KNN, HA-SJQ",1970-1991
1567,1970.0,1970.07.03,Cancelled 1991.01.10,SOCATA MS.883 Rallye 115,SOCATA,"Tarbes, France",OY-DJP,Broken up 1990,1970-1991
11471,1970.0,1970.05.08,Cancelled 1975.03.12,SOCATA MS.892A Rallye Commodore 150,SOCATA,"Tarbes, France",OY-DJT,"OY-DJT, SE-FNL, LN-FKL",1970-1975
11460,,1970.03.17,F-BNGV,SOCATA MS.892A Rallye Commodore 150,SOCATA,"Tarbes, France",OY-DJW,"F-WNGV, F-BNGV, (OY-DJW), F-BSZE, D-ENAB",(1970)
28-7225031,1971.0,1974.09.26,N1879T,Piper PA-28-140E Cherokee Cruiser,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DJY,"N1879T, OY-DJY, crashed 28.9.1975 Lemvig",1974-1979
D-9528,1973.0,1974.07.04,N115TW,Beech V35B Bonanza,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DJZ,"N115TW, OY-DJZ",1974
,1946.0,1946.04.17,Cancelled 1947.07.14,S.A.I. KZ III U-,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DKA,"Sportsflyveklubben ""Klodshans"", crashed 21.5.1947 Lundtofte",1946-1947
10657,1966.0,1967.06.30,Cancelled 1981.09.07,SOCATA MS.892A Rallye Commodore 150,SOCATA,"Tarbes, France",OY-DKC,"OY-DKC, SE-IIZ, destroyed, cancelled 8.12.1995",1967-1981
MA-175,1967.0,1967.04.19,Cancelled 1987.09.15,Beech A23-24 Musketeer Super,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DKD,Crashed 24.4.1987 in Kattegat at Anholt,1967-1987
,1946.0,1946.07.26,Cancelled 1946.08.,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DKE,Crashed 22.8.1946 Avedøre,1946-1946
27336,1944.0,1967.04.14,SX-DAC NC90903 44-9110,Douglas C-54E-15-DO Skymaster,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DKG,"44-9110, NC90903, SX-DAC, OY-DKG Grønlandsfly ""Papilik"" (den med halen), LN-MOJ, 9Q-CPK. Withdrawn from use Ndolo, Zaire 1981",1967-1973
,1946.0,1946.08.16,Cancelled 1948.08.17,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DKI,"Sportsflyveklubben ""Den flyvende Kuffert"", crashed 27.7.1948 Breisach, Germany",1946-1948
F150-0007/62476,1966.0,1966.04.26,Cancelled 1968.01.02,Reims/Cessna F150F,Cessna Aircraft Company,"Reims, France",OY-DKL,"OY-DKL, G-AWAV crashed 1.10.1983 Ipswich",1966-1968
MB-193,1967.0,1967.03.30,Cancelled,Beech A23-19 Musketeer Sport,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DKM,,1967
,1946.0,1946.09.03,Cancelled 1961.06.16,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DKO,"Sportsflyveklubben ""Den grimme Ælling"", damaged 6.6.1961 Skovlunde","1946-1961 
1962"
17254297,1966.0,1966.10.14,N4228L,Cessna 172G Skyhawk,Cessna Aircraft Company,"Wichita, KS, USA",OY-DKT,"Crashed 1.11.1966 Saglek, Canada",1966-1968
107,1946.0,1947.02.27,Cancelled,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DKU,"Sportsflyveklubben ""Tommelise""",1947
17248245,1960.0,1968.04.03,LN-VYT SE-CXT (N7745X),Cessna 172B,Cessna Aircraft Company,"Wichita, KS, USA",OY-DKZ,"N7745X, SE-CXT, LN-VYT, OY-DKZ, crashed 4.3.1977 Kirstinesminde",1968-1981
195,1947.0,1947.04.19,Cancelled 1949.10.09,Vickers V.628 Viking IB,Vickers-Armstrongs Ltd,"Weybridge, UK",OY-DLA,"OY-DLA DDL ""Alf Viking"", ""Tor Viking"", SU-AGO, damaged in a landing accident 5.8.1954 Luxor",1947-1949
30-1716,1968.0,1975.10.17,G-AWMB N8569Y,Piper PA-30-160 Twin Comanche B,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DLC,"N8569Y, G-AWMB, OY-DLC, G-OLIN, 
crashed 16.8.1987 Stapleford",1976-1981
27-7305006,1973.0,1975.08.05,G-BATE N40208,Piper PA-23-250 Aztec E,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DLD,"N40208, G-BATE, OY-DLD, G-BATE, N555AD",1975-1978
196,1947.0,1947.05.28,Cancelled 1949.09.23,Vickers V.628 Viking IB,Vickers-Armstrongs Ltd,"Weybridge, UK",OY-DLE,"OY-DLE DDL ""Torleif Viking"", SU-AGN, crashed 7.3.1958 Port Said",1947-1949
270,1949.0,1975.11.06,D-ENOV OK-DHK,Mraz M.1C Sokol,Mraz,"Chocen, Czechoslovakia",OY-DLF,"OK-DHK, D-ENOV, OY-DLF",1975
28R-7535339,1975.0,1975.09.30,N1578X,Piper PA-28R-200 Arrow II,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DLH,"N1578X, OY-DLH, G-BIZO",1975-1981
197,1947.0,1947.06.24,Cancelled 1948.06.29,Vickers V.628 Viking IB,Vickers-Armstrongs Ltd,"Weybridge, UK",OY-DLI,"OY-DLI DDL ""Torulf Viking"", crashed 29.12.1947 Øresund",1947-1948
32-7340188,1973.0,1975.10.08,CS-AOU N56526,Piper PA-32-300 Cherokee Six,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DLK,"N56526, CS-AOU, OY-DLK, D-EFYB(2)",1975-1991
MU2B-20-187,1970.0,1975.10.15,N508MA N641KE N108MA,Mitsubishi MU-2F (MU-2B-20),Mitsubishi Jukogyo Kabushiki Kaisha,"Tokyo, Japan",OY-DLM,"N108MA, N641KE, N508MA, OY-DLM, N187AF, crashed 10.6.2001 while on approach to Cerrillos, New Mexico",1975-1998
421B0845,1974.0,1975.10.20,G-BCXG N1945G,Cessna 421B Golden Eagle,Cessna Aircraft Company,"Wichita, KS, USA",OY-DLN,"N1945G, G-BCXG, OY-DLN, N845TA, 
N41PB",1975-1977
198,1947.0,1947.08.07,Cancelled 1949.09.05,Vickers V.628 Viking IB,Vickers-Armstrongs Ltd,"Weybridge, UK",OY-DLO,"OY-DLO DDL ""Tormund Viking"", SU-AGM, ZS-DPA, LX-TRK, broken up 1962 Gatwick",1947-1949
31-7400990,1974.0,1975.08.21,N7454L,Piper PA-31-325 Navajo C/R,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DLP,"N7454L, OY-DLP, HB-LIT, OY-DLP, SE-IIC, C-FQWP","1975-1977 
1978-1981"
28-7305234,1973.0,1975.11.12,CS-AHY,Piper PA-28-180 Cherokee Challenger,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DLR,"CS-AHY, OY-DLR, SE-KHR, G-NINB",1975-1989
199,1947.0,1947.08.30,Cancelled 1949.02.26,Vickers V.628 Viking IB,Vickers-Armstrongs Ltd,"Weybridge, UK",OY-DLU,"OY-DLU DDL ""Torlak Viking"", crashed 8.2.1949 into Øresund south of Landskrona",1947-1949
30-1802,1969.0,1975.11.10,G-AXCO N8660Y,Piper PA-30-160 Twin Comanche C,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DLV,"N8660Y, G-AXCO, OY-DLV Høm Fly, crashed 31.1.1980 Østra Grevie, Skåne, Sweden",1975-1985
31-229,1968.0,1976.12.05,G-AWOW N9172Y,Piper PA-31-310 Navajo,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DLY,"N9172Y, G-AWOW, OY-DLY North Flying, HH Logistics ApS, Ikaros Fly ApS",1976
28-7325043,1972.0,1975.11.27,N15341,Piper PA-28-140F Cherokee Cruiser,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DLZ,"N15341, OY-DLZ, D-EFOD(2)",1975-1990
,1946.0,1946.07.20,Cancelled 1951.04.12,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DMA,Crashed 12.4.1951 Farum,1946-1951
,1946.0,1965.05.07,9M-AMF VR-OAD VR-RBK VR-SCH,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"Kastrup, Denmark",OY-DMB,"VR-SCH, VR-RBK, VR-OAD, 9M-AMF, 
OY-DMB, CofA expired 1975",1965-1980
30-564,1964.0,1965.03.17,N7502Y,Piper PA-30-160 Twin Comanche,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DMC,"N7502Y, OY-DMC, crashed 9.2.1983 Maribo",1965-1983
,1946.0,1946.09.16,Cancelled 1986.06.19,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DME,"Flew with the wings from KZ-VII c/n 187, O-624 1980-1986. CofA expired 1980. Damaged at landing 16.7.2007 Eslöv, ESME","1946-1986 
1990"
CD-928,1965.0,1965.08.11,Cancelled 1998.11.27,Beech 35-C33 Debonair,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DMH,"OY-DMH, N140WF, N222EF",1965-1998
174,1947.0,1965.09.06,D-ECOC HB-EPZ,S.A.I. KZ VII U-9 Lærke,Skandinavisk Aero Industri A/S,"Kastrup, Denmark",OY-DMJ,"HB-EPZ, D-ECOC, OY-DMJ. Damaged 8.3.2014 Sønderborg (EKSB)",1965
CD-745,1964.0,1965.03.15,SE-EKD,Beech 35-B33 Debonair,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DMK,"SE-EKD, OY-DMK, LN-AAP",1965-2000
22-5842,1958.0,1965.05.21,LN-AEF SE-CEL,Piper PA-22-160 Tri-Pacer,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DMM,"SE-CEL, LN-AEF, OY-DMM, converted to PA-20 Pacer 1994",1965
105,1946.0,1947.02.07,Cancelled,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DMO,,1947
44131,1953.0,1963.12.06,(SE-XBP) N310A N310AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMP,"N310AA, N310A, (SE-XBP), OY-DMP Flying Enterprise ""Alfred Nervø II"", SE-CNI, N4193A, broken up.",1963-1965
44140,1953.0,1964.01.03,(SE-XBR) N319A N319AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMR,"N319AA, N319A, (SE-XBR), OY-DMR Flying Enterprise ""John Foltmann II"", SE-CNH, broken up 6.1968 Bromma",1964-1965
44139,1954.0,1964.04.23,N318A N318AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMS,"N318AA, N318A, OY-DMS Flying Enterprise, Conair. 
Esbjerg lufthavns  brandvæsen, broken up 1978.",1964-1973
44136,1954.0,1965.02.19,CF-PWD N315A N315AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMT,"N315AA, N315A, CF-PWD, OY-DMT Conair of Scandinavia, Københavns lufthavns brandvæsen. Broken up 12.2000",1965-1971
44135,1953.0,1965.02.12,N314A CF-PWK N314A N314AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMU,"N314AA, N314A, CF-PWK, N314A, OY-DMU, broken up 4.1969 Kastrup",1965-1969
120,1958.0,1966.02.25,F-BIAY,Piel CP.301 Emeraude,"Piel, Claude","Angers, France",OY-DMV,"F-BIAY, OY-DMV, crashed 31.3.1968 Nr. Broby",1966-1971
44142,1953.0,1965.12.25,N321A N321AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMW,"N321AA, N321A, OY-DMW, broken up 1971 Kastrup",1965-1971
24-0759,1959.0,1966.03.10,SE-CKT N5687P,Piper PA-24-250 Comanche,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DMZ,"N5687P, SE-CKT, OY-DMZ",1966
2032,1946.0,1946.07.29,Cancelled 1960.07.26,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DNA,Crashed 26.7.1960 Fanø,1946-1960
F172-0273,1966.0,1968.05.02,D-ELMS,Reims/Cessna F172G Skyhawk,Cessna Aircraft Company,"Reims, France",OY-DNB,"D-ELMS, OY-DNB, D-EFGH, crashed 16.8.1992 Sardinia, Italy",1968-1971
42962,1946.0,1966.05.03,SE-CFT OY-DCO NC34966,Douglas DC-3D,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DNC,"NC34966, OY-DCO SAS ""Tor Viking"", ""Orm Viking"", SE-CFT, OY-DNC Danish Aero Lease/Faroe Airways, N4296. Destroyed by fire 15.4.1969 Coventry-Baginton, UK",1966-1968
111,1968.0,1968.08.07,Cancelled 1972.06.06,SIAI-Marchetti SF.260,SIAI-Marchetti SpA,"Cesto Calende, Italy",OY-DND,"OY-DND, OO-HID, D-EODG",1968-1972
2103,1946.0,1946.08.26,Cancelled 1946.09.,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DNE,Crashed 28.9.1946 Enebærodde,1946-1946
10342,1967.0,1967.11.29,PH-FLN,Fokker F.27 Friendship Srs. 400,Fokker NV,"Amsterdam, Holland",OY-DNF,"PH-FLN, OY-DNF (Faroe Airways), Danish Aero Lease, PH-FLN, OO-HLN, F-BYAB, D-AELJ, WFU and stored in 2010",1967-1974
TC-1151,1968.0,1968.11.08,Cancelled 1971.09.13,Beech 95-B55 Baron,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DNH,Crashed 31.10.1969 Aalborg,1968-1971
1946,1940.0,1946.12.16,R1975,Miles M.14A Magister,Miles Aircraft Ltd,"Reading, UK",OY-DNI,"R1975, OY-DNI, crashed 9.10.1949 Lille Løjtved",1946-1951
4210103,1968.0,1968.04.26,(N3122K),Cessna 421,Cessna Aircraft Company,"Wichita, KS, USA",OY-DNL,"(N3122K), OY-DNL, (SE-GGS), OY-DNL, N79AC, N70DC","1968-1974 
1975-1978"
28-23870,1968.0,1968.09.05,(LN-VYR),Piper PA-28-140 Cherokee,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DNM,"(LN-VYR), OY-DNM, LN-FSB",1968-1988
28-2093,1964.0,1971.09.02,N8027W,Piper PA-28-180 Cherokee C,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DNS,"N8027W, OY-DNS, crashed 7.6.1974 Holsteinsborg",1971-1979
